id_left,title_left,description_left,brand_left,category_left
4423379," ""Crucial 8GB Single DDR3L 1600 MT/s (PC3L-12800) SODIMM 204-Pin Laptop Memory (CT102464BF160B)""@en-US ""Printer Parts & Accessories | All Tech Toys""@en-US","""In short, 204-pin small outline dual inline memory modules (SODIMMs) are the form factor used to provide DDR3 memory modules for notebook computers and other small form factor computing platforms. 204-pin SODIMMs are currently available in PC3-8500 (DDR3 1066MHz) and PC3-10600 (DDR3 1333MHz) speeds.""@en-US ","""Crucial""@en-US",Computers_and_Accessories
16946565," ""488039-B21 HP X5470 3.33GHz ML370 G5"" ""Null"""," ""Description:Intel Xeon X5470 ML370 G5 (3.33GHz/4-core/12MB/120W) CPQFull Processor Option KitPart Number(s)Option Part# 488039-B21""","""HP Enterprise""",Computers_and_Accessories
7083643," ""Apple Mac Mini 1.4GHz Intel Core i5 Computer""@en Computer - MGEM2LL/A""@en","""1.4GHz Dual-Core Intel Core i5 (Turbo Boost Up To 2.7GHz)/ 3MB L3 Cache/ 500GB 5400rpm Hard Drive/ 4GB Of 1600MHz LPDDR3 Memory/ Intel HD Graphics 5000/ Thunderbolt 2/ USB 3/ SDXC Card Slot/ HDMI/ 802.11ac/ Bluetooth 4.0/ Aluminum Finish""@en ","""Apple""@en",Computers_and_Accessories
1170147," "" Fire Tablet, 7"" Display, Wi-Fi, 8 GB - Includes Special Offers, Black ""@en-US Display Offers | 5 Free Hosting""@en-US ""Fire Tablet Wi-Fi",""" Powerful, full-featured Fire tabletâ€”with beautiful 7"" IPS display, fast 1.3 GHz quad-core processor, rear and front facing cameras, and up to 200 GB of expandable storage. Tiny price. Big Fun.  Fast and responsive The fast quad-core processor consists of four high-performance 1.3 GHz cores, for quick app launch times, smooth games and videos, and great overall performance.  Beautiful 7"" IPS display Fire features a 1024 x 600 IPS display with 171 ppi for a bright display with vivid colors and whiter whites. Enjoy a great viewing experience at all angles through a combination of IPS (in-plane switching) technology and an advanced polarizing filter.   No more worrying about storage space Keep photos, movies, and compatible apps and games with you using a microSD card slot to expand your tabletâ€™s storage by up to 200 GB.  Plus enjoy free unlimited cloud storage for all your Amazon content and photos taken with your Fire device.  Power when you need it Don't be tethered to an outlet â€” with up to 7 hours of mixed use battery life.  Capture life's moments Fire features a 2 MP rear-facing camera for taking photos or recording 720p HD video.  The VGA front-facing camera is perfect for Skype calls with friends and family.  Stands up to everyday life Amazon engineers Fire tablets to hold up against everyday life. As measured in tumble tests, Fire is almost 2x more durable than the iPad Air 2.  Designed for Entertainment  Read Choose from millions of Kindle e-book and magazine titles. Connect with the largest online community of book lovers on Goodreads. Discover over a million titles with a Kindle Unlimited subscription. Also, listen to your favorite books with Audible. Watch Enjoy all your favorite movies and TV shows on Amazon Video, Netflix, HBO NOW, and more. Discover hundreds of thousands of TV episodes and movies, plus fling Amazon Video content to your TV using Second Screen.  Play Over 300,000 apps including favorites like Facebook, Twitter, and Spotify. Plus Amazon Underground, a one-of-a-kind app store experience where over 2,000  apps, games, and even in-app items are 100% free. Play great titles like Frozen Free Fall, Angry Birds Slingshot Stella, and Sonic Dash from developers like Disney, Gameloft, Rovio Entertainment, and more. Meet Alexa  Alexa comes to Fire Tablets  Alexa provides quick access to the entertainment you want, including music, games, audiobooks, and more.  You can also ask Alexa questions, check your calendar, get news, find sports scores, and even control your smart home.  All you have to do is press and ask.  Alexa will be available via a free over-the-air software update in the coming months.    One Press. Millions of Possibilities.   When connected to Wi-Fi simply press the home button for 2 seconds then ask.  Alexa will respond to you and will even show visual responses to certain questions.   Everyday tasks made easier   Alexa on Fire tablets helps make the everyday easier.   Just press and ask to set alarms and timers, check traffic, your calendar, to-do or shopping lists, and more.   Be Entertained   Whether youâ€™re looking for your  favorite playlist on Spotify or need a quick joke, you can ask Alexa.  Just press and ask for a song, artist or  genre, and stream directly over Wi-Fi.   Alexa also provides voice control for Pandora, Spotify, TuneIn, IHeartRadio,  and more.   Stay Informed Now you can ask Alexa a question and get an immediate voice response.  When you press and ask, Alexa can pull up your flash briefing, Wikipedia articles, news, sports scores, and more. Control your smart home Alexa works with devices such as lights, switches, thermostats, and more from WeMo, Philips Hue, SmartThings, Insteon, Nest, ecobee, and Wink. Switch on the lamp before getting out of bed, turn on the fan or change the temperature on your thermostat while reading in your favorite chair, or dim the lights from the couch to watch a movieâ€”all voice controlled from your tablet. Â   Fire OS  Fire OS 5.4 - coming soon In addition to Alexa, our next Fire OS update will also allow you to quickly access great game play directly from the Games tab with Twitch, the worldâ€™s leading social video platform and community for gamers.  Fire tablet owners will also have easy access to over 65,000 recommendations from ComiXology, which provides an unrivaled library of comic books, graphic novels, manga and more. Find the things you love easier Fire OS is the best entertainment experience on a tablet with quick access to the things you do most. The home screen includes dedicated content pages for books, games, and apps, video, music, audiobooks, and Newsstand, making it quick to pick up right where you left off. Powered by Amazonâ€™s recommendations engine, you can quickly browse books, movies, TV shows, music, apps, and games suggested just for you. Apps that are actually free with Amazon Underground Fire tablet owners have access to a one-of-a-kind app store experience where over 2,000 apps, games, and even in-app items are 100% free. Experience titles from top developers including Disney, Rovio Entertainment, Gameloft, Zeptolab, and Sega of America without ever having to pay for the app or in-app purchases. Share content with Family Library Family Library links your Amazon account to that of your spouse or partner so you can easily share apps, games, audiobooks, and books, and it now allows Prime members to share their Prime Video content. Access your family's content across devicesâ€”both Amazon devices and free Amazon apps for other platforms, including iOS and Android.  No more waiting With ASAP (Advanced Streaming and Prediction), Amazon movies and TV episodes are ready for you to watch instantly. ASAP dynamically adapts to your viewing habits. On Deck automatically downloads Prime Video (for Prime members) and the first episodes of Amazon Original Series while your device isnâ€™t in use, ensuring that there is always something new to enjoy instantly, even when offline. Integrated on-device tech support Screen Sharing brings Mayday-powered customer service to Fire tablets. Simply call customer service and Amazon experts can connect to your Fire tablet to co-pilot through features by drawing on your screen, walking you through how to do something yourself, or doing it for youâ€”whatever works best.  ""@en-US ","""Amazon""@en-US",Computers_and_Accessories
15911732," ""Null"", ""493243-B22 HP Xeon X3330 2.66GHz DL120 G5"" G5 Wholesale 493243-B22 Price 493243-B22""","""Description:Intelï¿½ Xeonï¿½ X3330 D120 G5(2.66GHz/4-core/6MB/95W)Full Processor Option KitPart Number(s)Manufacturer Part# 493243-B22"" ","""HP Enterprise""",Computers_and_Accessories
11238231," ""430165-003 HP 146-GB 3G 10K 2.5 DP SAS 10 Pack """," ""Description:10 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 3G Dual Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS Servers Genuine serial number and firmware Certified Part Number(s) Option Part# 418367-B21 Spare 418399-001 Assembly 430165-003 Model# DG146BB976""","""HP Enterprise""",Computers_and_Accessories
17041205," ""432094-B21 HP 146-GB 15K 3.5 SP SAS"", ""Null"" ""New 432094-B21 SAS 10 Pack Wholesale Price 432094-B21-10Pack""","""Description:10 x 146GB Serial Attached SCSI (SAS) 15K 3.5-inch Single Port Hot-Plug Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 375872-B21
Spare Part# 376595-001
Alternate Option# 432094-B21
Assembly Part# 443169-002
Assembly Part# 392254-003
Assembly Part# 375698-003
Assembly Part# 431943-003
Model# DF146A4941
Model# DF146A9845
Model# DF146A8B57
Model# DF146ABAA9"" ","""HP Enterprise""",Computers_and_Accessories
15471625," ""349237-B21 HP 80-GB 1.5G 7.2K 3.5 SATA HDD"""," ""Description:80GB Hot-Plug Serial ATA (SATA) 1.5GB/s Hard Drive 7200 RPM 3.5-inch form factor 1.0 inch highIn HPE tray (as pictured)For G1-G7 Proliant SATA ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 349237-B21 Spare 397551-001 353042-001 Assembly 332649-002 391333-002 391333-004 440300-001 407525-001 431688-001 Model# 6L080M0 6Y080M0 FB080C4080 ST3808110AS WD800AAJS-70TDA0""","""HP Enterprise""",Computers_and_Accessories
13977363," ""Apple Apple MacBook Air 13-inch: 1.8GHz/8GB/256GB (edu savings $150)""@us $150) - RamTech""@us","""<b>Key Features</b><br />
• Up to twelve hours of battery life. Power through your whole day.<br />
• Fifth-generation Intel Core Processors. Performance, meet endurance.<br />
• 802.11 ac Wi-Fi. The definition of fast.<br />
• Fast all-flash storage. Ready. Set. Done.<br />
• Ports:""@us ","""Apple""@us",Computers_and_Accessories
7771856," ""Kingston Digital 128GB SDXC Class 10 UHS-I 90R/45W Flash Card (SDA10/128GB)""@en-US ""Accessories - Page 473 | Roaming Free Sims""@en-US","""Kingston's Class 10 UHS-I Ultimate card features UHS-I technology and impressive performance that lets users shoot full 1080p HD video and 3D video - and transfer files faster too. With speeds up to 90MB/s read and 45MB/s write1, this versatile card transfers files much faster than standard Class 10 SDHC/SDXC cards. Capacities up to 128GB2 let users record more video - up to 640 minutes at 24Mbps of HD video - without having to switch cards. Photographers can shoot high-density image files, such as RAW or JPEG, without running out of space, and the card's higher sustained write speeds support continuous burst mode and ensure video integrity by reducing stutter. The Class 10 UHS-I Ultimate card is compatible with SDHC (16GB, 32GB) and SDXC. The card is backed by a lifetime warranty, free technical support and legendary Kingston reliability.""@en-US ","""Kingston""@en-US",Computers_and_Accessories
1705747," ""Lenovo N42-20 Chromebook - 14"" Celeron N3060 2 GB RAM 16 SSD""@en OETC Consortium Store""@en","""
                            Lenovo N42-20 Chromebook 80US - Celeron N3060 / 1.6 GHz - Chrome OS - 2 GB RAM - 16 GB eMMC - 14"" 1366 x 768 (HD) - HD Graphics 400 - Wi-Fi - black
                        ""@en ","""Lenovo""@en",Computers_and_Accessories
14844054," ""Null"", ""615729-B21 HP Ethernet 1Gb 4-Port 366M Adapter"" Price 615729-B21"" ""New 615729-B21 Adapter Wholesale","""Description:HP Ethernet 1Gb 4-Port 366M AdapterPart Numer(s)
Manufacturer Part# 615729-B21"" ","""HP Enterprise""",Computers_and_Accessories
7437124," ""EG0146FARTR HP 146-GB 6G 10K 2.5 DP SAS HDD"" ""HP EG0146FARTR HDD Part# -EG0146FARTR""","""Description:146GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 507125-B21
Spare Part# 507283-001
Assembly Part# 518011-001
Model# EG0146FARTR"" ","""HP Enterprise""",Computers_and_Accessories
15929916," ""662078-B21 HP Intel Xeon E5-2650L 1.8GHz BL460c G8"", ""Null"" ""New 662078-B21 G8 Wholesale Price 662078-B21""","""Description:HP Intelï¿½ Xeonï¿½ E5-2650L BL460c G8(1.8GHz/8-core/20MB/70W)Full Processor Option KitPart Number(s)
Manufacturer Part# 662078-B21"" ","""HP Enterprise""",Computers_and_Accessories
9597875," ""Corsair Carbide 330R Ultra Silent Midi Tower Case - Blackout Edition (CC-9011076-WW)""@en ""▷ Corsair Blackout… | OcUK""@en","""The Carbide Series 330R Blackout Edition starts with the award-winning original 330R, and adds a black anodized front panel with a three-speed fan controller.""@en ","""Corsair""@en",Computers_and_Accessories
15302550," ""430169-002 HP 72-GB 3G 15K 2.5 DP SAS 5 Pack "" ""HP 430169-002 Part# -430169-002-5Pack""","""Description:5 x 72GB 2.5-inch Serial Attached SCSI (SAS) SFF3G Dual Port Hot-Plug 15K Hard Disk DriveFor G1-G7 Proliant SAS ServersGenuine HPE Serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 418371-B21
Spare Part# 418398-001
Assembly Part# 430169-002
Model# DH072BB978"" ","""HP Enterprise""",Computers_and_Accessories
16125798," ""Corsair Carbide Series 400Q ""@en inchSilentinch Mid Tower Case | CC-9011100-WW Novatech""@en","""E-ATX (and below), Up to 5 HDD, Fans Included, Solid Side Panel, Water Cooler Support, Full Length GPU Support, Silent, No PSU""@en ","""Corsair""@en",Computers_and_Accessories
13889537," ""454141-002 HP 500-GB 7.2K 3.5 SATA"", ""Null"" Price 454141-002-10Pack"" SATA 10 Pack Wholesale 454141-002","""Description:10 x 500GB Hot-Plug Serial ATA (SATA) 1.5GB/s Hard Drive 7200 RPM 3.5-inch form factor 1.0 inch high NCQ (Native Command Queing)In HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SATA ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 395473-B21
Spare Part# 395501-002
Assembly Part# 454141-002
Model# GB0500C8046"" ","""HP Enterprise""",Computers_and_Accessories
15796250," ""653078-B21 HP G8 G9 200-GB 6G 2.5 SAS SC SSD"", ""Null"" ""New 653078-B21 SSD 2 Pack Wholesale Price 653078-B21-2Pack""","""Description:2 x HPE 200GB 2.5-inch (SFF) Serial Attached SCSI (SAS)6G SCL SC Enterprise Performance (EP) Solid State DriveIn HPE Hot-Plug Drive tray (as pictured)Genuine HPE serial number and firmwareGenuine HPE Certified Solid State DrivePart Number(s)
Option Part# 653078-B21"" ","""HP Enterprise""",Computers_and_Accessories
17107254," ""404712-001 HP 146-GB U320 SCSI 15K"" ""Null"""," ""Description:2 x 146GB Ultra320 3.5-inch SCSI Hot-Plug 15K Hard DriveIn HPE Drive tray (as pictured)Genuine serial number and firmwarePart Number(s)Option Part# 347708-B22 Spare 347749-001 Assembly 404712-001 481659-002 Model# BD14684970""","""HP Enterprise""",Computers_and_Accessories
5296956," ""Alfa AWUS036H 1000mW 1W Deluxe Bundle 802.11b/g High Gain USB Wireless Long-Rang Wi-Fi Network Adapter with 5dBi and a 9dBi Antenna Suction cup Window Mount dock Also includes Neoprene carrying case - For Wardriving & Range Extension -""@en-US ""Television Accessories Page 5 | All Tech Toys""@en-US","""The Alfa AWUS036H is the latest version of the most powerful card available. This has a stunning 1000mW output power. So if you are looking for a device to connect to an outdoor 2.4 GHz antenna, such as on a boat or an RV, this is a perfect solution. It outperforms wireless cards that are built in to newer laptops. Adding this to your laptop or desktop computer will enhance range and signal quality at longer distances. And works with Win98SE/200/ME/XP, Windows Vista, Windows 7, Linux (kernel 2.6.6 and later) and Macintosh (OS version 10.4). And the necessary drivers for ALL of these operating systems are included on CD-ROM* Connects at a full 54Mbps via USB 2.0, up to 8 times faster than a USB 1.1 adapter* High gain upgradeable* Compact size for greater flexibility* Also compatible with USB 1.1 desktop and notebook computers* Plug-and-Play Compatible with windows 98SE, 2000, Millennium, XP and Linux* High security 64/128/256bit WEP Encryption, TKIP, WPA, 802.11 Data Rate 802.11b: UP to 11Mbps, 802.11g: 54Mbps Antenna Type 1 x 2.4Ghz SMA connectorChipset Realtek 8187LOutput Power 24dBm (OFDM), 30dBm(CCK)Frequency Stability within +25 ppmData Modulation Type BPSK,QPSK, CCK and OFDMSecurity WEP 64/128, 802.1X support, Wi-Fi Protected Access (WPA), WPA-PSK ,WPA II .Dimensions 8.5 x 2.2 x 6.3cmWeight 38.5g   Deluxe Bundle Includes: - AWUS036H - 5dBi Antenna - 9dBi Antenna - Suction cup /Clip Window Mount dock - Neoprene carrying caseFor MAC OS 10.6.7 and later version, we suggest AWUS036NHR, AWUS036NH, AWUS036NEH, AWUS051NH.   Not Compatible with Windows 8.1""@en-US ","""ALFA""@en-US",Computers_and_Accessories
2781005," ""Gigaram SDHC-16GB-4-LI CQZ 16GB 9p SDHC Secure Digital Class 4 23/16 MBs 155x SMI+ORI Bulk"""," ""SDHC-16GB-4-LI CQZ 16GB 9p SDHC Secure Digital Class 4 23/16 MBs 155x SMI+ORI Bulk""","""Gigaram""",Computers_and_Accessories
6280235," ""Sapphire Pulse Radeon RX 580, 4GB GDDR5"" 580","""SAPPHIRE Pulse is all about providing PC users with choice and great value for money. Starting with the SAPPHIRE Pulse Radeon RX 580, this factory-overclocked model is dedicated to customers who seek a powerful, future-proof card that plays modern titles at maximum fidelity in 1440p @ 60 FPS. The card features a Polaris GPU with 2304 4th generation of Graphics Core Next stream processors, boost-clocked at 1366 MHz, and 8 GB of VRAM . The industry proven SAPPHIRE Dual-X system serves as the cooling solution, with dual ball-bearing fans and the SAPPHIRE Quick Connectfeature for easy cleaning and replacement.System Requirement500 Watt Power Supply (Suggestion)1 x 8-pin AUX Power ConnectorBlue-ray™ / HD DVD playback requires Blu-ray / HD DVD drive.PCI Express® 2.0 or higher version based PC is required with one X16 lane graphics slot available on the motherboard in order for the card to be compatible with.
"" ","""Sapphire""",Computers_and_Accessories
16057662," ""Corsair Vengeance LPX Black 16GB (4x4GB) DDR4 PC4-19200 2400MHz Dual Channel Kit (Skylake) ""@en 4x4GB Skylake | CMK16GX4M4A2400C16 Novatech""@en","""2400MHz RAM Speed, CL16, 1.2v, DIMM, XMP 2.0, Lifetime Warranty""@en ","""Corsair""@en",Computers_and_Accessories
17077415," ""Null"" ""391661-B21 HP NC340T Server Adapter"""," ""Description:HP NC340T PCI-X Quad Port Gigabit Server AdapterPart Number(s)Manufacturer Part# 391661-B21""","""HP Enterprise""",Computers_and_Accessories
16530253," ""370780-001 HP 512MB DDR RAM PC2700"" ""Null"""," ""Description: 512MB DIMM DDR PC2700 ECCPart# 370780-001""","""HP Enterprise""",Computers_and_Accessories
17484321," ""154457-B21 HP Wide Ultra3 SCSI Adapter"", ""Null"" Price 154457-B21"" Adapter Wholesale 154457-B21","""Description:HP 64-bit 66MHz Single Channel Wide Ultra3 SCSI ControllerPart Number(s)Option Part# 154457-B21"" ","""HP Enterprise""",Computers_and_Accessories
11059876," ""Corsair SP120 Performance Series High Pressure - Dual Pack (CO-9050008-WW)""@en ""▷ Corsair (… | OcUK""@en","""Air Series SP120, Improved heatsink, Radiator Performance, Less noise""@en ","""Corsair""@en",Computers_and_Accessories
1229682," ""SanDisk 32 GB CF Extreme Pro 160MB/s - SDCFXPS-032G-X46"" "" SanDisk SDCFXPS-032G-X46 | WTS Broadcast","""Get high-capacity storage, faster shot-to-shot performance, and cinema-quality video with the SanDisk Extreme PRO CompactFlash Memory Card. With transfer speeds of up to 160MB/s, this card offers the fast, efficient performance you expect from the global leader in flash memory cards**. This industry-leading memory card is optimized for professional-grade video capture, with a minimum sustained write speed of 65MB/s for rich 4K and Full HD video. Capacities up to 256GB accommodate hours of video and thousands of high-resolution images. So you never miss a scene or shot, this memory card resists extreme temperatures, shock, and other conditions.<br />
<br />
<ul>
    <li>Designed for professional videographers and photographers</li>
    <li>Optimized for 4K video capture**</li>
    <li>Transfer speeds of up to 160MB/s</li>
    <li>Shot speeds up to 150MB/s</li>
    <li>VPG-65 for sustained video recording speeds of 65MB/s**</li>
    <li>Capacities up to 256GB for storing hours of video**</li>
</ul>"" ","""SanDisk""",Computers_and_Accessories
4172444," ""StarTech DisplayPort™ to HDMI 4K Audio / Video Converter – DP 1.2 HDM (DP2HD4KS)""@en ""▷ StarTech D… | OcUK""@en","""Connect an HDMI monitor to a DisplayPort video source""@en ","""Startech""@en",Other_Electronics
4537309," ""Corsair Vengeance LPX Black 32GB (4x8GB) DDR4 PC4-19200 2400MHz Quad Channel Kit ""@en 4x8GB | CMK32GX4M4A2400C14 Novatech""@en","""DDR4, 2400MHz, CL14, 1.2v, XMP 2.0, Lifetime Warranty""@en ","""Corsair""@en",Computers_and_Accessories
16675565," ""643778-B21 HP Xeon E78867 2.13GHz BL680c G7 "", ""Null"" ""New 643778-B21 Wholesale Price 643778-B21""","""Description:HP Intelï¿½ Xeonï¿½ E7-8867L BL680c G7(2.13GHz/10-core/30MB/105W)Full Processor Option KitPart Number(s)
Manufacturer Part# 643778-B21"" ","""HP Enterprise""",Computers_and_Accessories
8356069," ""658071-B21 HP G8 G9 500-GB 6G 7.2K 3.5 SATA SC"""," ""Description:HP G8 G9 (Gen8 Gen9) 500GB 3.5-inch (LFF) Serial ATA(SATA) 6G 7.2K Hot-Plug Midline (MDL) Hard Drive in G9(Gen8 SmartDrive Carrier (SC) (as pictured)Genuine HPE serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 658071-B21 Spare 658103-001 Assembly 658083-001 658084-001 Model# MB0500GCEHE MB0500GCEHF ST500NM0011 SmartBuy 658071-S21""","""HP Enterprise""",Computers_and_Accessories
16637861," ""Gigabyte Radeon RX 550 Gaming OC 2048MB GDDR5 PCI-Express Graphics Card""@en ""▷ Gigabyte Gr… | OcUK""@en","""GV-RX550GAMING OC-2GD, Boost: 1219MHz, Memory: 2048MB 7000MHz GDDR5, Stream Processors: 512, DirectX 12 Support, 3 Years Warranty""@en ","""Gigabyte""@en",Computers_and_Accessories
16063811," ""DG0300BAHZQ HP 300-GB 3G 10K 2.5 DP SAS HDD"", ""Null"" Price DG0300BAHZQ"" ""New DG0300BAHZQ HDD Wholesale","""Description:300GB 2.5-inch Serial Attached SCSI (SAS)SFF 3G Dual Port Hot-Plug 10K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 492620-B21
Spare Part# 493083-001
Assembly Part# 492619-002
Model# DG0300BAHZQ
"" ","""HP Enterprise""",Computers_and_Accessories
7060838," ""StarTech DP2HDMI2 DisplayPort to HDMI Video Adapter Converter (DP2HDMI2)"" (DP2HDMI2) from Solid Signal""","""Connect your HDMI® monitor or HDTV to a DisplayPort® equipped computer. The StarTech.com DP2HDMI2 DisplayPort® to HDMI® Adapter lets you connect an HDMI-enabled display or projector to a DisplayPort out port from a computer (desktop or laptop), eliminating the expense of having to upgrade your display for DisplayPort compatibility. The adapter supports display resolutions of up to 1920x1200, allowing you to take full advantage of HDMI video capability. DP2HDMI2 is a passive adapter cable that requires a DP++ port (DisplayPort++), meaning that DVI and HDMI signals can also be passed through the port. Backed by a StarTech.com 2-year warranty and free lifetime technical support."" ","""Startech""",Other_Electronics
491882," "" Alfa AWUS036H 1000mW 1W Deluxe Bundle 802.11b/g High Gain USB Wireless Long-Rang Wi-Fi Network Adapter with 5dBi and a 9dBi Antenna Suction cup Window Mount dock Also includes Neoprene carrying case - For Wardriving & Range Extension ""@en-US ""Alfa Adapt""@en-US","""The Alfa AWUS036H is the latest version of the most powerful card available. This has a stunning 1000mW output power. So if you are looking for a device to connect to an outdoor 2.4 GHz antenna, such as on a boat or an RV, this is a perfect solution. It outperforms wireless cards that are built in to newer laptops. Adding this to your laptop or desktop computer will enhance range and signal quality at longer distances. And works with Win98SE/200/ME/XP, Windows Vista, Windows 7, Linux (kernel 2.6.6 and later) and Macintosh (OS version 10.4). And the necessary drivers for ALL of these operating systems are included on CD-ROM* Connects at a full 54Mbps via USB 2.0, up to 8 times faster than a USB 1.1 adapter* High gain upgradeable* Compact size for greater flexibility* Also compatible with USB 1.1 desktop and notebook computers* Plug-and-Play Compatible with windows 98SE, 2000, Millennium, XP and Linux* High security 64/128/256bit WEP Encryption, TKIP, WPA, 802.11 Data Rate 802.11b: UP to 11Mbps, 802.11g: 54Mbps Antenna Type 1 x 2.4Ghz SMA connectorChipset Realtek 8187LOutput Power 24dBm (OFDM), 30dBm(CCK)Frequency Stability within +25 ppmData Modulation Type BPSK,QPSK, CCK and OFDMSecurity WEP 64/128, 802.1X support, Wi-Fi Protected Access (WPA), WPA-PSK ,WPA II .Dimensions 8.5 x 2.2 x 6.3cmWeight 38.5g   Deluxe Bundle Includes: - AWUS036H - 5dBi Antenna - 9dBi Antenna - Suction cup /Clip Window Mount dock - Neoprene carrying caseFor MAC OS 10.6.7 and later version, we suggest AWUS036NHR, AWUS036NH, AWUS036NEH, AWUS051NH.   Not Compatible with Windows 8.1  ""@en-US ","""ALFA""@en-US",Computers_and_Accessories
11241411," ""ASUS H110M-A/M.2 Intel H110 (Socket 1151) Micro ATX Motherboard ""@en Socket 1151 | Novatech""@en","""i7 / i5 / i3 (6th Gen), Micro ATX, DDR4, 4 x USB3, 6 x USB2, 4 x SATA3, 1 x M.2, 1 x PCIe x16, 2 x PCIe x1""@en ","""Asus""@en",Computers_and_Accessories
1845654," ""Samsung 850 EVO Series M.2 250GB SATA 6Gbps Solid State Drive (MZ-N5E250BW)""@en ""▷ Samsung Driv… | OcUK""@en","""Samsung's unique and innovative 3D V-NAND flash memory architecture is a breakthrough in overcoming the density limitations, performance and endurance of today's conventional planar NAND architecture.""@en ","""Samsung""@en",Computers_and_Accessories
15105615," ""Corsair Vengeance LPX 32GB (2x16GB) DDR4 PC4-17000C13 2133MHz Dual Channel Kit - Black (CMK32GX4M2A2""@en ""▷ Corsair 2133MH… | OcUK""@en","""2133MHz RAM Speed, CAS 13-15-15-28 Timings, 1.20V VDIMM, Lifetime Warranty with OcUK""@en ","""Corsair""@en",Computers_and_Accessories
10186131," ""ASUS GeForce GTX 1070 TURBO 8GB GDDR5 Graphics Card ""@en | TURBO-GTX1070-8G Novatech""@en","""1506MHz Core, 1683MHz Boost, 8008MHz 256-bit Memory, 1920 CUDA Cores, DVI-D, 2 x HDMI, 2 x DPort, Length 267mm, VR Ready, 3 Year Warranty""@en ","""Asus""@en",Computers_and_Accessories
17437481," ""323146-B21 BL20P G2 (1P) Xeon 3.06GHz"" ""Null"""," ""Description: Proliant BL20P G2 1p 3.06GHz 512MB FC Manufacturer Part# 323146-B21 ""","""HP Enterprise""",Computers_and_Accessories
15348141," ""HP 242469-001 15/30-GB Ext SCSI DLT"", ""Null"" Price 242469-001"" DLT Wholesale HP","""Description:HP 15/30GB DLT Tape Drive (Desktops)Part Number(s)
Option Part# 242469-001  "" ","""HP Enterprise""",Computers_and_Accessories
2011894," ""ST2000NM0011 Seagate 2-TB 7.2K 3.5 6G SP SATA"", ""Null"" ""New ST2000NM0011 SATA 2 Pack Wholesale Price ST2000NM0011-2Pack""","""Description:2 x Seagate Constellation ES 2TB Hot-Plug Serial ATA (SATA) 6.0Gb/s 7200RPM 3.5-inch form factor Single Port 64MB Hard DrivePart Number(s)Manufacturer Part# ST2000NM0011"" ","""Seagate""",Computers_and_Accessories
17019145," ""SanDisk SDQCJP-1024 BSX 1GB Transflash MSD Micro Secure Digital Card Clam"""," ""SDQCJP-1024 BSX 1GB Transflash MSD Micro Secure Digital Card Clam""","""SanDisk""",Computers_and_Accessories
13703435," ""Transcend TS16GSDHC150 CGF 16GB 9P SDHC Secure Digital Card High Capacity 150x SLC Solution Industri"""," ""TS16GSDHC150 CGF 16GB 9P SDHC Secure Digital Card High Capacity 150x SLC Solution Industrial Grade""","""Transcend""",Computers_and_Accessories
10291113," ""Gigaram CF-128GB-533X-LI CZY 128GB 50p CF 533x 80MB/s CompactFlash Card Clam"""," ""CF-128GB-533X-LI CZY 128GB 50p CF 533x 80MB/s CompactFlash Card Clam""","""Gigaram""",Computers_and_Accessories
17504136," ""512743-001 HP 72-GB 6G 15K 2.5 DP SAS HDD"" ""Null"""," ""Description:72GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 15K Hard Disk DriveFor G1-G7 Proliant SAS ServersGenuine HPE number and firmwareGenuine Certified DrivePart Number(s) Option Part# 512545-B21 Spare 512743-001 Assembly 512544-001 Model# DH0072FAQRD""","""HP Enterprise""",Computers_and_Accessories
10609557," ""Gigabyte GeForce GTX 1070 ITX Edition 8192MB GDDR5 PCI-Express Graphics Card (GV-N1070IXOC-8GD)""@en ""▷ Gigabyte PCI-Expre… | OcUK""@en","""GV-N1070IXOC-8GD, Core Clock: 1556MHz, Boost Clock: 1746MHz, Memory: 8192MB 8000MHz GDDR5, Stream Processors: 1920, SLI Ready, VR Ready, PhysX/CUDA Enabled, 3 Years Warranty.""@en ","""Gigabyte""@en",Computers_and_Accessories
